ztfname,ra,dec
ZTF18aczrafz,101.5994495,43.8243892
ZTF19abzzhgx,101.632981,41.8068467
ZTF21acafsjy,101.7344065,52.3015877
ZTF19aclyezb,101.8159214,43.6386563
ZTF19aaezwmr,102.035351,17.4948658
ZTF21aagvmqr,102.0937905,64.786396
ZTF21acjnzdh,102.1009193,77.8626644
ZTF19aalyleg,102.2199095,19.3519526
ZTF22aaavnhg,102.3484056,33.8391223
ZTF19acxyfkf,102.4017024,56.1294056
ZTF21aafgljq,102.4419782,50.4370607
ZTF18aaapivw,102.5632785,27.1400733
ZTF23aadszza,102.6544821,16.5655597
ZTF22aabrffl,102.7734215,38.4135402
ZTF20aadvaoi,102.7948184,65.5929301
ZTF19aampqcq,102.826842,49.8835895
ZTF18acusbyf,102.8352435,45.6446334
ZTF18abtnbys,103.0857958,46.9891684
ZTF18abrqedj,103.0894162,27.4707105
ZTF22abgbbal,103.1387908,28.236911
ZTF21aaaldio,103.1467153,18.2222255
ZTF20acphvjk,103.2888678,49.4388514
ZTF22aafnldl,103.32138,41.5322976
ZTF20acvejem,103.4135621,19.0869285
ATLAS22bfo,103.44115833333332,45.53542777777778
ZTF22acadszu,103.4664604,70.7838483
ZTF19acygjmg,103.7639719,54.7696533
ZTF22abieqzx,104.1740557,48.3667633
ZTF18aafpfwr,104.3442279,21.6708875
ZTF20acphccy,104.4552785,15.4439504
ZTF22abfmtdy,104.5854136,46.3614813
ZTF18adcdcrd,104.6084614,14.6632466
ZTF22acaqxkr,104.6534172,12.6690091
ZTF21acaeoms,104.7455482,35.4251818
ZTF22abhcrfy,104.7492952,34.0545534
ZTF20abxyjfg,104.915896,87.325587
ZTF22abytqji,104.9355085,41.946386
ZTF19abqgytb,105.0467644,32.8959968
ZTF20acitbmh,105.1557979,35.0473081
ZTF22abmjdfo,105.1714296,59.405444
ZTF20aahubwe,105.2948763,36.0599114
ZTF21acionva,105.3205591,45.9110408
ZTF22abyagmy,105.3675631,20.6056929
ZTF21aabvdjw,105.5230741,65.1546453
ZTF21acqbnkt,105.5479202,36.8963353
ZTF20acwkwqn,105.6872293,26.5008895
ZTF18acqxcga,105.7277033,33.8375423
ZTF19acvlycr,105.7704449,71.8887916
ZTF19acnpnqq,105.8372675,69.7957946
ZTF20aaevbvv,105.844666,33.0138966
ZTF23aaaehem,105.8678443,27.6332008
ZTF20aclflxd,105.8699126,36.4137706
ZTF18acbvnen,105.9350713,59.5446735
ZTF22aaavmst,105.9911708,33.0263399
ZTF23aaelzdb,106.0610907,67.6256285
ZTF18adbbhww,106.1782062,16.6817745
ZTF19abqynnh,106.2371183,33.5629804
ZTF23aaetmwj,106.3001401,50.20334
ZTF20acphbem,106.3383066,18.2254829
ZTF20aafeadg,106.4542477,13.8703985
ZTF21acqtevy,106.5870862,58.1512418
ZTF19achajnc,106.6838201,59.4752346
ZTF18adaslwa,106.789656,26.3249404
ZTF18aadzfso,106.8236436,43.316428
ZTF20acumrio,106.952716,55.7698119
ZTF22abtybkh,107.0648012,21.0725574
ZTF22abjzktr,107.1686877,3.5386168
ZTF22abitewv,107.3882231,24.5316085
ZTF19aaklnni,107.4725565,54.9689079
ZTF22aaejlrf,107.5095648,25.426565
ZTF23aaedrzc,107.649343,70.9529555
ZTF20acrqeje,107.8137004,26.4368605
ZTF21aaqvmix,107.8189432,4.9800909
ZTF20acjhhqx,107.8287467,44.3795029
ZTF20acberfr,107.8604727,62.3961033
ZTF20acimzlk,107.8757421,62.8255936
ZTF20aamntsk,107.8804328,58.9515458
ZTF21achhwdz,108.0717005,26.7747243
ZTF20aaaxrad,108.0944078,60.8453505
ZTF20acpvxmk,108.1002039,15.5917935
ZTF20aadvunl,108.2057275,46.2811606
ZTF19acuyvtl,108.339004,60.8672443
ZTF20acwkvgj,108.3751346,23.6259244
ZTF20aanyxvu,108.4049534,42.7812119
ZTF22aadiujq,108.4086578,12.2898187
ZTF20aairvsi,108.4539193,35.8364687
ZTF18acusbdy,108.5621191,37.4639803
ZTF18acmzpbf,108.6279854,55.1674488
ZTF19abyjjxp,108.6965161,4.9068044
ZTF19acmbhvv,108.7024133,53.7181048
ZTF20aamerev,108.8058448,58.0775053
ZTF18abwkzuc,108.9103949,37.5741104
ZTF20aaomtwl,108.9196782,30.7694238
ZTF22aafqaew,108.9211839,36.7968123
ZTF20acaapwk,108.9971109,14.9039551
ZTF21acjjwmj,109.0679942,43.880028
ZTF20achncxi,109.1358157,78.1543956
ZTF23aacxofz,109.1702516,13.4368184
ZTF21abxnghi,109.3084209,43.684002
ZTF18abtzzka,109.3302636,52.3066321
ZTF18acspjqd,109.3796824,37.697027
ZTF18abrzcgl,109.4576811,18.4644177
ZTF18aarymnz,109.4830724,40.9855265
ZTF20achdwmq,109.4919341,43.5717311
ZTF20aadvbni,109.7117591,53.5718248
ZTF22abneima,109.7846747,57.234283
ZTF21aahkvem,109.8032421,56.5320575
ZTF22abynjkd,109.9323181,55.9760633
ZTF21acbxtqq,109.9487642,32.1328843
ZTF20acpumut,109.9734342,37.5580044
ZTF22abgbbez,109.9905084,46.0163889
ZTF21abtdlno,110.1047481,32.8515063
ZTF18acmznfc,110.147957,22.7342359
ZTF19acygpcu,110.1483074,55.7704307
ZTF19abuzpmr,110.157173,52.7732746
ZTF20acphsbv,110.169729,34.0736622
ZTF20aasapko,110.2363017,39.8663637
ZTF19acavtco,110.2800449,39.8181969
ZTF20aclovun,110.3084048,-11.9237829
ZTF20acrhrcy,110.3525083,50.1312472
ZTF21acbmxgn,110.4223927,55.6729253
ZTF19abzzhsa,110.5490478,52.1983261
ZTF22abuslkt,110.6664315,45.0511897
ZTF21aastazz,110.7268613,46.4954977
ZTF20aaffgwg,110.7449813,53.9970469
ZTF22abxhvfb,110.9676785,46.5662398
ZTF19aahsnmq,111.1026976,42.0666123
ZTF18acuscgc,111.1274764,49.9658813
ZTF19aaqgnhf,111.2247591,-0.0300424
ZTF19acojuzv,111.247656,55.3946184
ZTF18accuvrq,111.30315415,13.0147838
ZTF23aadtfgp,111.4159551,20.0720204
ZTF18acclmqm,111.4375712,54.5319799
ZTF19aaklbok,111.5009846,40.0096705
ZTF22abkzwso,111.5397021,6.6428772
ZTF22abfbjem,111.5859839,3.8352683
ZTF20aaurwes,111.5922768,36.2336973
ZTF23aaahial,111.6661356,56.6944539
ZTF22abbkhja,111.7935012,33.8350964
ZTF21acafwof,111.8998868,57.1707834
ZTF19acgdfjt,112.0972026,53.2329462
ZTF22abhcqrr,112.1779562,17.2504639
ZTF21aanyfqu,112.3340843,43.5741449
ZTF23aabbsdi,112.4066449,53.7030243
ZTF22abghgca,112.4112587,57.0037939
ZTF20acmgalc,112.4670426,11.0851308
ZTF20aafemum,112.53896945,19.86054085
ZTF18aabtwqb,112.5859576,18.190678
ZTF19achagst,112.6501386,45.2119886
ZTF22aaahfyi,112.692247,9.6471677
ZTF19adbricc,112.7557454,27.7331435
ZTF18acpfwmm,112.8021701,53.698273
ZTF21aaafzwx,112.8585482,5.548934
ZTF19aapcoqg,112.9005321,45.2508926
ZTF18acsofdh,112.9605543,77.6053941
ZTF19adafqoe,112.977525,35.6193713
ZTF22aadthro,113.1097871,27.281093
ZTF22abkaaje,113.2279394,36.245816
ZTF19aahulyd,113.2453669,58.2788491
ZTF22absselw,113.4733649,23.2688731
ZTF20acxiyyp,113.4844148,16.607295
ZTF19abqyoxh,113.5467803,58.7004827
ZTF20aahaxjl,113.6820553,18.042516
ZTF21aceqgbv,113.6836626,74.3762602
ZTF22abykjae,113.7132381,37.4408682
ZTF18acvcxnc,113.7369753,-3.8775146
ZTF22abgbcef,113.7684253,33.4041074
ZTF21aakyqkb,113.8024818,14.8510022
ZTF20aafeewx,113.8229066,10.0792216
ZTF19acbmwtc,113.9270569,20.4661229
ZTF23aacyeaq,113.9337356,19.7404515
ZTF19aakocxy,114.1056693,72.2178378
ZTF19acjqecl,114.1189742,81.1174478
ZTF21acgudgo,114.1306255,-1.5881097
ZTF22abbozja,114.1990641,55.3216783
ZTF21abxnulm,114.4251512,58.6477043
ZTF19aauvczw,114.4316299,59.3138093
ZTF23aaelbgl,114.5819263,42.1037533
ZTF20adadrdh,114.6464498,-6.4546757
ZTF20aakfofq,114.6655232,28.6528496
ZTF23aadvulr,114.6768203,48.5704848
ZTF19aalxlpp,114.8545895,31.037498
ZTF21abulsgn,114.9032767,49.957037
ZTF19abxvjzn,114.953154,21.9790275
ZTF22aacnxuw,114.9566719,49.4046401
ZTF19acckggd,115.0305986,26.5461223
ZTF19acfqtej,115.0554097,29.9148394
ZTF22abdvqqn,115.1197698,13.8756597
ZTF20aannodx,115.1720119,72.9756676
ZTF23aabtarg,115.3294811,72.8443244
ZTF22abpulqo,115.4202327,8.9985397
ZTF19aaoaaap,115.5072953,73.2606168
ZTF23aaabbpu,115.5730645,-24.3793918
ZTF21aapxtqg,115.588459,12.1658048
ZTF21acjvgxg,115.5913075,36.7151695
ZTF22aaabjxi,115.6519108,17.1895875
ZTF20aatvzmm,115.7867348,45.363815
ZTF19aaeicsm,115.8140892,9.5366625
ZTF18aceexmi,115.8672863,15.5529419
ZTF21acfgfuy,115.8961941,71.4629819
ZTF19acxldra,116.3527591,31.5814208
ZTF21aagofnn,116.3901637,-3.5467798
ZTF21aaaajfe,116.728263,81.1931359
ZTF20aaurwih,116.7582576,51.7183967
ZTF21aaafjad,116.785592,43.4892096
ZTF21aagofpx,116.8152692,-2.1794954
ZTF23aacyfpi,116.8776482,22.6078871
ZTF23aacxwpc,116.9960911,11.9700816
ZTF22abtslvh,117.0361682,48.0465197
ZTF22abvaggn,117.0901668,18.6383562
ATLAS22cmm,117.10320833333331,50.674455555555554
ZTF20acnvprg,117.1965916,15.6255139
ZTF22aadionf,117.2413069,-9.5667938
ZTF20aalmeaj,117.2791992,12.0911767
ZTF18abrzbyt,117.2806376,32.980624
ZTF21aavxivm,117.3363014,18.6561795
ZTF22absiyyk,117.4467386,30.0436205
ZTF22abpzyzz,117.5467666,37.4479703
ZTF22abgbbec,117.7285531,41.6935079
ZTF20aaupkac,117.7874815,22.7409301
ZTF19aakyers,117.7901253,62.0866823
ZTF22abtctfn,117.9025073,27.3804354
ZTF20aciuftf,117.9453531,16.6236959
ZTF20acpgjac,118.1175003,-19.4202434
ZTF21acafsqe,118.1249977,41.1389902
ZTF20acxqspl,118.1367526,10.3728858
ZTF22abhvyyw,118.2040226,29.4865115
ZTF18acvvtis,118.25908535,7.27637475
ZTF20acgcgnf,118.2665085,29.285547
ZTF23aadmwpn,118.2921194,31.2589617
ZTF20aavofki,118.2923207,64.841888
ZTF19abxvjkn,118.3000745,16.6070476
ZTF22abdoehm,118.3635147,28.7625002
ZTF20acywefl,118.367218,28.2626119
ZTF19aamfxby,118.3840244,65.4168929
ZTF18acrdciw,118.4532696,2.4188416
ZTF20acfvltv,118.4831683,64.5513213
ZTF21aafkgvj,118.5166006,-6.321514
ZTF20acpgzif,118.5729494,40.1222443
ZTF21aanortq,118.6480484,18.7727196
ZTF22aaabppe,118.7505577,42.7695401
ZTF18aaqpkvx,118.7633224,14.3575094
ZTF21aaabaey,118.7911759,44.1311883
ZTF21aasgffc,118.8312264,41.1446056
ZTF20acfaonm,118.9045399,50.9027234
ZTF22abedoyq,119.0051079,21.795044
ZTF20aalejtl,119.0117782,33.7871321
ZTF22abdibiz,119.0209365,33.4718671
ZTF18acemhyb,119.1422437,30.1766359
ZTF23aacosic,119.1744106,18.6562757
ZTF21aagqiqz,119.1823303,-24.57427
ZTF21achjcui,119.1854656,-2.994513
ZTF23aacztqb,119.1992574,-4.7641015
ZTF20acgnrqu,119.2807653,70.8493242
ZTF19acxmmys,119.3013247,83.2535122
ZTF20achvmjr,119.308713,-5.2038225
ZTF22abyuoan,119.3719753,62.4275736
ZTF18abujbio,119.4079936,44.7468526
ZTF19acyqwlm,119.4400797,56.412951
ZTF20aaoojli,119.4828971,30.026928
ZTF23aaaizts,119.5086267,40.9178305
ZTF23aaaasoh,119.515599,56.4398995
ZTF21acdvkcj,119.546154,34.3424414
ZTF19acmbgwx,119.5511358,44.1828307
ZTF21acqsmxy,119.5949038,24.3916687
ZTF19acokzjy,119.7481804,12.5344423
ZTF20acuzlib,119.8680995,63.3750663
ZTF22abuygtu,119.8685926,3.1560359
ZTF20ackhoek,119.88443905,-16.328943000000002
ZTF23aacbziz,119.9673733,24.4642274
ZTF21acfjeqk,119.9959565,-0.153177
ZTF19aaknign,120.0176924,39.8979007
ZTF19aacsofi,120.0192935,40.0778862
ZTF18acusegd,120.0297489,58.7097738
ZTF22aaadmlp,120.0990865,56.6166469
ZTF18acxyarg,120.1100132,42.8214454
ZTF22aacmgor,120.1126697,-3.3823257
ZTF23aacjeou,120.1230177,39.4327661
ZTF18achbymb,120.2214954,21.7664601
ZTF21acoqbuo,120.2294506,-5.7581307
ZTF22aboapcj,120.253645,39.5691759
ZTF21abvpdjh,120.3896588,24.4899527
ZTF20actjbaf,120.4225586,-10.4058257
ZTF21aaafgmv,120.4954177,62.5017711
ZTF22acaeaok,120.5812552,12.5834664
ZTF21acpfduf,120.5953176,19.4968232
ZTF21aaugbus,120.6130761,70.4568379
ZTF18aadlaxo,120.6489611,50.9224769
ZTF22abyyfmy,120.6806153,-9.1485875
ZTF18achxcsh,120.6928402,62.7151857
ZTF18acllhfg,120.699696,29.4698402
ZTF19acnqsui,120.7594981,33.505082
ZTF19acxxwiz,120.7916464,20.4476925
ZTF20achncqp,120.8776142,64.1091281
ZTF22ablbgrl,120.9062943,26.45565
ZTF21aagmzio,121.1348631,-9.6192136
ZTF23aabasoe,121.193631,12.3934008
ATLAS22aet,121.19397916666668,-3.587277777777778
ZTF22aaaqwar,121.2351223,5.0650635
ZTF20achvere,121.3421609,-12.8789137
ZTF19aaaojck,121.3969312,-9.582238
ZTF20acwuzqj,121.4253415,-9.8145587
ZTF19aarqmjs,121.512507,-6.1695853
ZTF23aaetxqb,121.5636768,20.4186679
ZTF23aaahmyn,121.5654607,25.0234222
ZTF22absqvgm,121.5952652,1.4576346
ZTF20aauzoca,121.6066403,50.4067865
ZTF22aaahewf,121.6216172,-14.0032451
ZTF19aaknemm,121.6263898,-2.7436742
ATLAS22afr,121.63729166666668,25.343705555555555
ZTF19aarmtgu,121.6536017,10.4574236
ZTF20acriwfa,121.6538195,10.4573583
ZTF21aagolae,121.6728362,54.5351239
ZTF21acqspkc,121.674083,38.87888
ZTF20acwxbyr,121.6820432,53.1564658
ZTF21aawxqia,121.6827638,54.4780523
ZTF20acwcqnv,121.707606,23.9510572
ZTF19acaiylt,121.726489,39.0066807
ZTF22aacmgox,121.7404301,55.904056
ZTF20acyvbhj,121.7564812,39.7076485
ZTF21aciouwz,121.7798513,-0.0951274
ZTF21acfiqtd,121.8491253,54.1942347
ZTF23aaeuaci,121.9272032,39.8160744
ZTF19aaljeup,121.9613824,0.5301093
ZTF21abyslhz,121.9900697,58.1918272
ZTF19acekbyz,122.11979,1.4739596
ZTF21aahargb,122.1297152,-17.249826
ZTF22abytupz,122.1304193,51.6381734
ZTF18aabvpeg,122.149918,20.0631545
ATLAS22jiz,122.2166,14.821822222222222
ZTF19aalxcyo,122.2485289,16.8191921
ZTF20acfasbq,122.2537176,72.0415163
ZTF20aasdibr,122.3662117,42.879373
ZTF21aaikpnj,122.396262,41.9774024
ZTF18aaqpjja,122.4734926,35.0773681
ZTF21aabvqlo,122.5043388,35.094922
ZTF22abftrwv,122.5441199,44.2230401
ZTF20aafxygy,122.5561927,7.6215868
ZTF18acqxwgl,122.5997254,52.2199572
ZTF21aakbgpf,122.6341929,-8.1256268
ZTF23aackdlm,122.6830838,11.2875994
ZTF20acmfacr,122.7954169,-10.5881087
ZTF21aapduck,122.9014739,78.5020741
ZTF20acwmpsj,122.9108523,-2.3295232
ZTF20acgrjqt,122.990574,80.4056319
ZTF19acsaoxd,123.0026207,31.8263755
ZTF23aadvpwt,123.0038597,19.3635648
ZTF18aafzers,123.0239627,29.4041697
ZTF18acuscrr,123.1301639,38.4167496
ZTF19abyjhpz,123.1857798,44.3889276
ZTF19abyjgal,123.3618708,65.4545688
ZTF21aajaljq,123.4546212,-12.1158734
ZTF20aagwsdp,123.5099727,15.831665
ZTF20abxawtv,123.5257878,40.2676252
ZTF19accstol,123.5267983,4.9355571
ZTF21aaasxel,123.5764835,33.9662582
ZTF23aadvtxf,123.6054204,58.2999412
ZTF19aafwrhf,123.6107768,9.6456746
ZTF20aafcgca,123.7083331,49.1389875
ZTF20acwncbd,123.7233656,29.1174541
ZTF22absqpsa,123.7769123,44.2168109
ZTF20acuoacn,123.8522703,-6.9577056
ZTF18acefgoc,123.9316689,58.3148092
ZTF20aafzcab,123.9997783,-18.2810731
ZTF23aaagncz,124.0226743,55.8064259
ZTF21acigjrl,124.0595857,20.6924442
ZTF20acuoclk,124.0697938,37.4038913
ZTF22aaarpvb,124.0711194,-0.8597383
ZTF23aaelbbq,124.1733127,47.11444
ZTF23aaabgzf,124.23505,-7.2569938
ZTF23aacceix,124.2598404,-5.3944043
ZTF18aceyobz,124.2788492,56.005244
ZTF23aaabbwj,124.3248022,-3.4004264
ZTF18accnbgw,124.3512334,48.0655775
ZTF23aagnpbz,124.35159,51.7325052
ZTF19acxlcdz,124.3908309,56.0485685
ZTF20actiymd,124.4623732,-5.719306
ZTF21aadezmh,124.4881199,33.7661244
ZTF21aajdbhw,124.5537713,10.8902537
ZTF20abznlzw,124.6026772,6.8496631
ZTF20acpwmui,124.6302513,-4.3616523
ZTF21acogpci,124.6303159,-14.7222865
ZTF19aaljcsu,124.641668,-2.3139125
ZTF19achahea,124.6482586,56.571874
ZTF21aaampui,124.7902869,24.7824588
ZTF20acxqnhn,124.8560482,31.1033895
ZTF20acsdykp,124.8633721,2.1013991
ZTF18aajwdwz,124.9177964,27.5304613
ZTF21aapnlfx,124.9618843,20.2379319
ZTF19accdehb,124.9621469,-14.7151497
ZTF20aciugdl,124.9988192,7.7936923
ZTF19abzrjrg,125.0461936,54.8050252
ZTF20abxkwca,125.1324448,56.4756984
ZTF21acbxtir,125.2379425,58.856931
ZTF19acgonwy,125.4503224,-14.0699615
ZTF22abehuah,125.4569326,45.5193625
ZTF21aclzodp,125.4689119,8.0814914
ZTF20aahmvfw,125.4718957,-23.4826007
ZTF21accfbyj,125.5282383,15.583523
ZTF21acipbwd,125.5398923,49.0000942
ZTF21aaynlsf,125.6757591,71.8515377
ZTF21acpbaiu,125.8372268,16.2122989
ZTF21aavodtn,125.872449,2.3553524
ZTF20aciuakv,125.9155884,-0.1683095
ZTF22aafqamd,125.9864047,42.1119114
ZTF19acmbiad,126.0275508,54.2456294
ZTF20accmutv,126.0993562,-3.4886049
ATLAS22bgb,126.16,54.67393333333333
ZTF22abzfotk,126.1805096,0.8726429
ZTF22abueufz,126.2297622,29.9422207
ZTF19acxniuc,126.2481622,4.276376
ZTF20acurrzb,126.2482527,-4.8774171
ZTF21aaxgwtb,126.2581134,13.5348232
ZTF19aanbfaw,126.2622359,41.0515537
ZTF19aaactno,126.288619,19.1707293
ZTF21aawqpuf,126.3563891,83.0141232
ZTF18acvwhaz,126.4005917,12.19816
ZTF20aacbgvj,126.42896,-17.2210078
ZTF18achyqcq,126.4404258,-3.0482776
ZTF20acinaeq,126.4422065,43.30414225
ZTF22aadkxhp,126.6941391,48.5286359
ZTF19aaluprf,126.8162581,-0.2084493
ZTF18abwckzf,126.8255597,10.9993298
ZTF22abnvmzz,126.8316851,-13.4099082
ZTF21acguqsc,126.9891019,-5.6646713
ZTF23aaanyts,127.0005322,36.8019125
ZTF21aatvcdl,127.0529048,46.8363433
ZTF19acrbyzj,127.0545184,0.0249456
ZTF22aafnqtw,127.1168542,30.834696
ZTF21acipmgw,127.2155858,12.5383549
ZTF23aabxqtq,127.2693203,22.6711696
ZTF18adaylyq,127.3461643,26.5161566
ATLAS22bpp,127.4073875,70.83384166666666
ZTF22aaabpkx,127.4075726,70.8337977
ZTF21aavodst,127.4103787,-17.2988033
ZTF22aaahghb,127.4456868,30.6550512
ZTF17aadlxmv,127.4480181,33.9065364
ZTF23aaajcpt,127.4998553,-20.5638709
ZTF20acgrwej,127.5745043,-2.014263
ZTF18acszuad,127.6074043,51.8905621
ZTF19aanejfr,127.6255218,15.811849
ZTF21aclhsxb,127.7660026,-4.1942123
ZTF22aagtrsh,127.7760992,23.7969927
ZTF20acwoamm,127.8061838,18.7192087
ZTF18aahrdpu,127.8080036,28.28023855
ZTF20aammnnm,127.8649233,37.4601229
ZTF23aabyhrz,127.9013393,-5.5729698
ZTF21acdsnsh,127.9027062,-5.4957279
ZTF18acsolgq,127.9174145,-4.1178369
ZTF20actvfgr,127.9337058,22.4916274
ZTF22aaacbrp,127.9401759,25.9795605
ZTF18acxwtyx,128.0382264,-10.4912222
ZTF20adadsgm,128.1083168,56.4649192
ZTF20aahjymt,128.160711,-4.2860542
ZTF18acbzpxx,128.1833512,31.1835493
ZTF20aaukudw,128.236319,-5.6666729
ZTF23aacozdn,128.2489586,-27.4493268
ZTF21aagnvvk,128.2952404,7.5975944
ZTF21aaydfro,128.3400349,25.1010396
ZTF19acbmxxh,128.3618939,30.8040739
ZTF21aaqvuyf,128.3920837,64.5852345
ZTF19acrvfkz,128.4040246,63.6492415
ZTF21acjvjyk,128.4715063,57.5389464
ZTF19aczjkxo,128.5131869,-15.8786777
ZTF21acjnajt,128.5183752,80.4120532
ZTF21aacxung,128.5471835,55.8116889
ZTF20accmtgt,128.637674,-1.9579713
ZTF20aafjjqj,128.6660596,38.3626514
ZTF21acpapxc,128.6751917,23.9702071
ZTF21aahvuvi,128.6835344,35.6926059
ZTF21aagocky,128.7038105,-6.4553367
ZTF20aaurzce,128.8009365,60.8358946
ZTF19acokufi,128.8074258,11.5777532
ZTF22aabsnrg,128.8123631,30.5673567
ZTF18accvyao,128.8761879,39.2571283
ZTF18aahesrp,128.9392882,28.2702548
ZTF22aaahklt,129.0387183,10.1802106
ZTF20acsesce,129.0451346,-3.4350974
ZTF19aabvfwn,129.0615499,-5.3505443
ZTF20aamwfea,129.0885271,-25.5329204
ZTF21aaodljj,129.120454,74.1663826
ZTF21aapomdb,129.1362369,64.7528918
ZTF20acphcdv,129.136985,31.1422726
ZTF22aafokgy,129.140548,40.3984487
ZTF21aasgcve,129.1674793,1.1657082
ZTF18acefxko,129.1900891,13.4704092
ZTF21aaezixn,129.2223934,-5.9176578
ZTF23aaeufns,129.2468657,10.6212606
ZTF20aatvsjw,129.2888445,-1.9859873
ZTF20achvmoj,129.3169172,-5.9237023
ZTF21aavoete,129.3332259,8.4817585
ZTF19acojxzo,129.3856658,53.5837611
ZTF23aacopzi,129.5128293,7.8899025
ZTF23aacydim,129.5441027,25.1015565
ZTF18abujnlz,129.544537,24.8907617
ZTF20aakxwgy,129.5782314,4.3519384
ZTF23aaelgnd,129.5921178,4.3825183
ZTF18abwlonm,129.5964393,19.470351
ZTF20aaurucm,129.6422177,33.831072
ZTF19acmxidf,129.6903113,-14.6802063
ZTF23aaabcgx,129.694599,5.2797765
ZTF22abtbijr,129.719497,43.4951512
ZTF23aaajcbm,129.7285573,5.1127423
ZTF20acqhysq,129.7431926,5.7909895
ZTF22abvkpbj,129.7835215,-8.8632394
ZTF22aaagvyp,129.7870999,60.9878619
ZTF19aalcwjt,129.8340423,17.1880045
ZTF21aakzmaq,129.8713355,-1.408117
ZTF18aaqjhqz,129.9276265,41.0153491
ZTF21aahccrk,130.0145351,53.1228674
ZTF22aaahglh,130.0427191,26.4508048
ZTF23aaedsfn,130.1058025,71.9560814
ZTF23aaftebr,130.177214,18.6165727
ZTF22aaahmmk,130.2413827,48.7367041
ZTF19abxvtiy,130.2596635,49.293039
ZTF20aajjxwc,130.303212,68.7070426
ZTF21aaovdlh,130.3445465,2.88981
ZTF21aakildf,130.3619734,44.1462095
ZTF20aaeujsk,130.4895929,-17.9125753
ZTF23aaabctl,130.506094,3.8072712
ZTF21acpuwxj,130.5498212,52.7676189
ZTF22aaebzvf,130.6238794,-12.5935429
ZTF19acqehbt,130.6817184,19.6512717
ZTF18abwclem,130.6869344,10.6951524
ZTF22ablhftq,130.7866236,73.8086725
ZTF18acqnzso,130.8221035,52.7580259
ZTF19aahuian,130.9015753,47.2535706
ZTF19acxlddi,131.2534811,49.3121258
ZTF21acefcnp,131.2690793,19.6663549
ZTF18acrxnme,131.2889079,-0.5336282
ZTF20acwdnbw,131.2917566,29.5385574
ZTF20aacwxut,131.3271974,2.9233524
ZTF21aalekwo,131.3383968,-16.2108548
ZTF21acgupte,131.4245439,22.8042544
ZTF22abyjfgt,131.4377954,49.143774
ZTF22aaahjsi,131.4551499,10.3813463
ZTF19aapcvdi,131.5053428,3.6342983
ZTF23aaedrcn,131.5104323,52.533169
ZTF21aaocibg,131.5423195,56.1276997
ZTF20acwpbgv,131.5883603,-12.6560026
ZTF23aaahegu,131.762544,30.721172
ZTF22aahoxbx,131.7931423,14.012216
ZTF19acechlg,131.8279578,-14.9410554
ZTF22abghqam,131.9120397,12.9669627
ZTF23aaixqmc,132.0764219,1.3858399
ZTF22aboisvs,132.1189456,1.3973116
ZTF22abgbffy,132.1465865,30.7010963
ZTF20aclggpx,132.1567851,22.6626747
ZTF21aapyiku,132.2094267,29.8704568
ZTF21acjnvzg,132.2212131,49.3495674
ZTF20aaqnglu,132.2565391,1.5719612
ZTF20aaukuaa,132.3048545,-14.2936303
ZTF19acgeabh,132.3115427,-10.8625836
ZTF18acafztq,132.3142264,21.5884443
ZTF19abxvtmy,132.3295048,46.3808892
ZTF19aafmhcl,132.3359912,11.1989145
ZTF21aagmryd,132.3893724,50.8677131
ZTF20acwpaov,132.3961297,9.5873765
ZTF22abjbvnv,132.4110004,-3.000009
ZTF20acnviyk,132.4128747,20.0231467
ZTF22abtsqjo,132.4336916,-11.3014414
ZTF21aagogqe,132.6665694,13.1688533
ZTF20acyjrsl,132.781116,-10.9310937
ZTF21aamiukc,132.9129088,23.9359045
ZTF22aaaczko,132.9417413,-13.2535602
ZTF19aczjsdy,133.0933178,-20.2919938
ZTF22aaafkpf,133.1133787,40.3241455
ZTF20actveqm,133.1262521,15.3438598
ZTF21acpaqyp,133.3671845,30.2775521
ZTF20acphick,133.463284,29.9512436
ZTF17aabijuc,133.464356,29.95093
ZTF21acgumps,133.5237032,15.0967823
ZTF20aciuafo,133.6278703,1.4367095
ZTF22aaibhya,133.7217588,39.4437697
ZTF19aacyqhc,133.7839956,14.3701074
ZTF23aabtflc,133.833997,70.6146441
ZTF19abxvtxk,133.9252887,51.2112652
ZTF21aaqwbgq,133.9395134,16.9247184
ZTF22abulmbx,133.9448704,36.069032
ZTF19acmvrsw,133.9479445,0.7931121
ZTF23aabwfkc,133.9817108,63.1491458
ZTF22aadkxfy,134.0134486,16.6813416
ZTF23aabtgej,134.0484475,-3.3255556
ZTF21aamokak,134.0778987,-0.4421694
ZTF20aaglivt,134.0786295,11.9872343
ZTF20acselme,134.1363445,39.1413726
ZTF21acqstfo,134.1767548,52.1080193
ZTF23aacdggx,134.2020705,14.5738039
ZTF20aaayaet,134.2177118,53.794428
ZTF18abwlopg,134.3450031,22.2754132
ZTF20aciudrr,134.5933988,15.0412673
ZTF22abtctvo,134.599565,55.0550455
ZTF20aautilk,134.6802259,12.6771676
ZTF21acipofv,134.6985488,1.8429174
ZTF22abyaood,134.7000416,17.1386812
ZTF22abmfmng,134.7982591,18.3652291
ZTF19acxnemy,134.8656453,35.0050437
ZTF21aagocor,134.8732407,-2.9271156
ZTF19acdjiml,134.9383327,38.8595452
ZTF19aabmybj,134.9414953,47.8260018
ZTF18acpefgk,134.942434,-2.9423671
ZTF23aahxppo,134.9460792,80.3707469
ZTF23aaapffy,135.0235558,53.7212479
